VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_C.wav,,,2,1,0.356095,0,93,93,93,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_B.wav,,,2,1,0.54875,0,94,94,94,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,,,1,1,0.324155,0,95,95,95,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,,,1,1,0.450765,0,96,96,96,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,,,1,1,0.363065,0,97,97,97,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_C.wav,,,2,1,0.405075,0,98,98,98,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,,,1,1,0.85101,0,99,99,99,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_B.wav,,,2,1,0.317245,0,100,100,100,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_D.wav,,,2,1,0.30036,0,101,101,101,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,,,3,1,0.439845,0,102,102,102,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,,,1,0,0.50167,0,103,103,103,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,,,1,1,0.517685,0,104,104,104,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,,,1,1,0.295475,0,105,105,105,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,,,1,1,0.28492,0,106,106,106,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,,,2,1,0.501315,0,107,107,107,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,,,1,1,0.322295,0,108,108,108,1,,
,,,,,,,,,,,,,,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,space,29.991025
