VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,Initial/Doubled/Growl_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.10219,0,87,87,87,1,,
,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,1.940495,0,88,88,88,1,,
,,,,,,,,,,,,,,Goat_A.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,1,1.201945,0,89,89,89,1,,
,,,,,,,,,,,,,,Coin_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,1,4.168845,0,90,90,90,1,,
,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.804105,0,91,91,91,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.50278,0,92,92,92,1,,
,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.045395,0,93,93,93,1,,
,,,,,,,,,,,,,,Phone_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.249475,0,94,94,94,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.15006,0,95,95,95,1,,
,,,,,,,,,,,,,,Growl_B.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.201495,0,96,96,96,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.10237,0,97,97,97,1,,
,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.59199,0,98,98,98,1,,
,,,,,,,,,,,,,,Goat_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.20155,0,99,99,99,1,,
